residential,,,,,,,,,,,,,,,,,,,,,,,,,,,
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,
,,apartment,apartment,studio,,,,,,,,,,,,,,,,,,,,,,,
,,dormitory,dorm,fraternity_house,fraternity,,,,,,,,,,,,,,,,,,,,,,
,,house,house,carriage_house,deckhouse,semidetached_house,townhouse,condominium,condo,condominum,affordable_housing,,,,,,,,,,,,,,,,
,,residential,bungalow,cabin,hut,lodge,mansion,mobile_home,residence,,,,,,,,,,,,,,,,,,
,,home,,,,,,,,,,,,,,,,,,,,,,,,,
service,,,,,,,,,,,,,,,,,,,,,,,,,,,
,education,,,,,,,,,,,,,,,,,,,,,,,,,,
,,college,college_building,,,,,,,,,,,,,,,,,,,,,,,,
,,childcare,childcare_facility,day_care,,,,,,,,,,,,,,,,,,,,,,,
,,preschool,,,,,,,,,,,,,,,,,,,,,,,,,
,,kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,
,,school,high_school,music_school,classroom,,,,,,,,,,,,,,,,,,,,,,
,,library,university_library,,,,,,,,,,,,,,,,,,,,,,,,
,,university,,,,,,,,,,,,,,,,,,,,,,,,,
,,education,academic,academic_building,,,,,,,,,,,,,,,,,,,,,,,
,health,,,,,,,,,,,,,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,
,,dentist,dentist_office,,,,,,,,,,,,,,,,,,,,,,,,
,,doctor,doctor,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,
,,health_center,,,,,,,,,,,,,,,,,,,,,,,,,
,,nursing_home,,,,,,,,,,,,,,,,,,,,,,,,,
,,medical,,,,,,,,,,,,,,,,,,,,,,,,,
,,health,healthcare,,,,,,,,,,,,,,,,,,,,,,,,
,,mental_health_clinic,,,,,,,,,,,,,,,,,,,,,,,,,
,religiou,,,,,,,,,,,,,,,,,,,,,,,,,,
,,buddhist,christian,christian_anglican,christian_catholic,christian_evangelical,christian_lutheran,christian_methodist,christian_orthodox,christian_protestant,hindu,jewish,muslim,muslim_shia,muslim_sunni,sikh,taoist,cathedral,chapel,church,monastery,mosque,religion,presbytery,religiou,,
,transportation,,,,,,,,,,,,,,,,,,,,,,,,,,
,,transportation,,,,,,,,,,,,,,,,,,,,,,,,,
,,airport,airfield,helipad,apron,,,,,,,,,,,,,,,,,,,,,,
,,bus_station,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,
,,train_station,railway_station,railway_halt,tram_stop,subway_entrance,,,,,,,,,,,,,,,,,,,,,
,,car_rental,car_sharing,,,,,,,,,,,,,,,,,,,,,,,,
,,taxi,taxi_rank,,,,,,,,,,,,,,,,,,,,,,,,
,,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,,,
,,fuel,service,gas_station,,,,,,,,,,,,,,,,,,,,,,,
